"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"433","관광펜션업","03_11_02_P","5000000","CDFI3261092016000001","20161101","","01","영업/정상","13","영업중","","","","","","","","전라남도 진도군 임회면 죽림리 1091-7번지","전라남도 진도군 임회면 진도대로 3688","58944","구름이 쉬어가는 곳","20170227112102","I","2018-08-31 23:59:59.0","","129575.103718","99112.9855692","관광펜션업","","관리지역","1","기타","","","숙박시설","1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"434","관광펜션업","03_11_02_P","4810000","CDFI3261092012000001","20120614","","01","영업/정상","13","영업중","","","","","","","556905","전라남도 여수시 돌산읍 평사리 338-5번지","전라남도 여수시 돌산읍 월암길 125","59774","폴링인블루펜션","20200609182129","U","2020-06-11 02:40:00.0","","271576.16002","130355.59607","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","581.99","","","","","","","","","910000000","","","","582",
"435","관광펜션업","03_11_02_P","4870000","CDFI3261092012000001","20120516","","01","영업/정상","13","영업중","","","","","","","542831","전라남도 구례군 산동면 수기리 244-5번지","전라남도 구례군 산동면 수락길 69","57601","수락폭포 펜션","20120516151403","I","2018-08-31 23:59:59.0","","241614.266113","205325.029687","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","126.62","","","","","","","","","","","","","127",
"436","관광펜션업","03_11_02_P","4870000","CDFI3261092012000002","20120523","","01","영업/정상","13","영업중","","","","","","","542831","전라남도 구례군 산동면 수기리 244-3번지","전라남도 구례군 산동면 수락길 75","57601","자연세계 펜션","20120523113453","I","2018-08-31 23:59:59.0","","241627.532065","205376.231946","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","142.59","","","","","","","","","","","","","143",
"437","관광펜션업","03_11_02_P","4870000","CDFI3261092014000001","20140428","","01","영업/정상","13","영업중","","","","","061-783-7878","","542863","전라남도 구례군 토지면 외곡리 777-5번지","전라남도 구례군 토지면 피아골로 9-1","57623","파파스펜션","20140428171337","I","2018-08-31 23:59:59.0","","254716.916141","189232.311866","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"438","관광펜션업","03_11_02_P","4870000","CDFI3261092016000001","20160302","","01","영업/정상","13","영업중","","","","","","","","전라남도 구례군 구례읍 봉서리 2129번지","전라남도 구례군 구례읍 산수동1길 87 (산수농원)","57660","지리산휴가관광펜션","20160302093324","I","2018-08-31 23:59:59.0","","240012.328582","189888.320773","관광펜션업","","","1","","","","단독주택","","","","","Jirisan Huega","Tour Pension","","","","","","","","123","","","","","","","","","500000000","","","","123",
"439","관광펜션업","03_11_02_P","5010000","CDFI3261092012000001","20121214","","01","영업/정상","13","영업중","","","","","061-271-2330","","535822","전라남도 신안군 증도면 방축리 415-1번지","전라남도 신안군 증도면 보물섬길 71-14","58807","블루마레펜션","20191111085509","U","2019-11-13 02:40:00.0","","120228.497382","167137.430085","관광펜션업","","관리지역","1","주택가주변","","","단독주택","1","0","","","","","","","","","","","","215.59","","","","","","","","","500000000","","","","216",
"440","관광펜션업","03_11_02_P","5010000","CDFI3261092013000002","20131223","","01","영업/정상","13","영업중","","","","","","","535822","전라남도 신안군 증도면 증동리 1863-1번지","전라남도 신안군 증도면 보물섬길 22-2","58807","아뜰리에","20131223100306","I","2018-08-31 23:59:59.0","","120734.69448","167456.659663","관광펜션업","","주거지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","119.3","","","","","","","","","","","","","119",
"441","관광펜션업","03_11_02_P","5010000","CDFI3261092014000001","20140206","","01","영업/정상","13","영업중","","","","","061-275-5400","","","전라남도 신안군 증도면 증동리 1863번지","전라남도 신안군 증도면 보물섬길 22-3","58807","유앤아이","20170512112044","I","2018-08-31 23:59:59.0","","120753.755007","167463.059251","관광펜션업","","일반주거지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","187.1","","","","","","","","","","","","","187",
"442","관광펜션업","03_11_02_P","5010000","CDFI3261092018000001","20180629","","01","영업/정상","13","영업중","","","","","","","","전라남도 신안군 암태면 기동리 452-2번지","전라남도 신안군 암태면 중부로 1922","58834","새천년펜션","20180629114241","I","2018-08-31 23:59:59.0","","118708.214332","149168.126704","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","484.44","","","","","","","","","","","","","484",
"443","관광펜션업","03_11_02_P","4930000","CDFI3261092011000001","20110810","","01","영업/정상","13","영업중","","","","","061-532-6331","","","전라남도 해남군 송지면 통호리 588-4번지","전라남도 해남군 송지면 땅끝해안로 2286","59066","땅끝풍경펜션","20170918175329","I","2018-08-31 23:59:59.0","","158262.505889","90147.5852124","관광펜션업","","","","","","","","","","","","","","","","","","","","","203.29","","","","","","","","","","","","","203",
"444","관광펜션업","03_11_02_P","4930000","CDFI3261092015000002","20150317","","01","영업/정상","13","영업중","","","","","061-534-8856","","","전라남도 해남군 삼산면 구림리 138-32번지","전라남도 해남군 삼산면 대흥사길 88-56","59047","두륜산관광펜션","20161006114222","I","2018-08-31 23:59:59.0","","165592.417299","110907.353763","관광펜션업","","","","","","","","","","","","","","","","","","","","","448.74","","","","","","","","","","","","","449",
"445","관광펜션업","03_11_02_P","4930000","CDFI3261092015000003","20151103","","01","영업/정상","13","영업중","","","","","061-534-1730","","","전라남도 해남군 문내면 무고리 1055번지","전라남도 해남군 문내면 증도길 31-42","59003","노을빛바다","20161006114642","I","2018-08-31 23:59:59.0","","133789.90706","126179.353949","관광펜션업","","","","","","","","","","","","","","","","","","","","","600.04","","","","","","","","","","","","","600",
"446","관광펜션업","03_11_02_P","4940000","CDFI3261092011000001","20111209","","01","영업/정상","13","영업중","","","","","473-0662","","526801","전라남도 영암군 영암읍 개신리 319-4번지","전라남도 영암군 영암읍 천황사로 349","58424","월출관광농원 월출콘도","20140826084453","I","2018-08-31 23:59:59.0","","174976.769407","141720.593363","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","868.14","","","","","","","","","400000000","","","","868",
"447","관광펜션업","03_11_02_P","4940000","CDFI3261092015000001","20150708","","01","영업/정상","13","영업중","","","","","","","526851","전라남도 영암군 군서면 도갑리 204-1번지","전라남도 영암군 군서면 정자등길 17-10","58434","소풍","20151215092427","I","2018-08-31 23:59:59.0","","166846.223934","140711.852287","관광펜션업","","준주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"448","관광펜션업","03_11_02_P","4910000","CDFI3261092017000001","20170210","","01","영업/정상","13","영업중","","","","","061-863-4727","","","전라남도 장흥군 안양면 비동리 188번지","전라남도 장흥군 안양면 비동동촌길 46","59338","장흥 달바위펜션","20190523161528","U","2019-05-25 02:40:00.0","","196805.687813","130639.964117","관광펜션업","","관리지역","1","주택가주변","","","단독주택","","","","","","","","","","","","","","120.4","","","","","","","","","1000000","","","","120",
"449","관광펜션업","03_11_02_P","5430000","CDFI3261092017000002","20170928","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 서면 정포리 1028번지","경상남도 남해군 서면 남서대로 2855","52406","코지하우스","20170928084008","I","2018-08-31 23:59:59.0","","275840.200408898","154621.33912436","관광펜션업","","","2","","","","단독주택","2","","","","","","","","","","","","","183.31","","","","","","","","","","","","","183",
"450","관광펜션업","03_11_02_P","5330000","CDFI3261092019000005","20190809","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 용남면 삼화리 296-3번지","경상남도 통영시 용남면 남해안대로 205-35","53025","드레피인","20191226135142","U","2019-12-28 02:40:00.0","","333016.242374813","155175.28811702","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"451","관광펜션업","03_11_02_P","4340000","CDFI3261092019000001","20190712","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 토성면 봉포리 167-4번지","강원도 고성군 토성면 봉포2길 12","24765","삼박한집","20190712182255","I","2019-07-14 02:21:36.0","","336992.742388768","528751.757023302","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","","","","",
"452","관광펜션업","03_11_02_P","4790000","CDFI3261092019000001","20190821","","01","영업/정상","13","영업중","","","","","","","","전라북도 부안군 변산면 대항리 630-1번지","전라북도 부안군 변산면 변산로 2136-13, 코지캐빈","56342","코지캐빈 펜션","20190821094604","I","2019-08-23 02:22:20.0","","157279.460238","241821.164353","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Cozycabin pension","pension","","","","","","","","303.36","","","","","","","","","40000000","","","","303",
"453","관광펜션업","03_11_02_P","5020000","CDFI3261092019000003","20190908","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 장기면 대진리 192-8번지","경상북도 포항시 남구 장기면 동해안로 3952-44","37943","더 헤이븐","20190908105757","I","2019-09-10 02:22:33.0","","427187.641753357","272550.011049264","관광펜션업","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"454","관광펜션업","03_11_02_P","5370000","CDFI3261092019000006","20191216","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 동부면 구천리 896-2번지","경상남도 거제시 동부면 구천1길 25","53332","거제 핀란드풍 도담펜션","20191216135849","I","2019-12-18 00:23:26.0","","349230.898736636","145063.710788757","관광펜션업","","관리지역","","","","","단독주택","","","","","","","","","","","","","","118.55","","","","","","","","","","","","","119",
"455","관광펜션업","03_11_02_P","5390000","CDFI3261092019000001","20191014","","01","영업/정상","13","영업중","","","","","055-570-2514","","","경상남도 의령군 궁류면 벽계리 453번지 벽계관광지 통나무집","경상남도 의령군 궁류면 벽계로1길 21, 벽계관광지 통나무집","52115","벽계관광지 통나무집","20191014104110","I","2019-10-16 00:22:51.0","","310136.382223237","214601.209684478","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",
